project_name,queue_position,fuel_primary,fuel_secondary,fuel_tertiary,net_mw,county,state,utility,pto_study_region,poi_station_or_line,application_status,status,technology,is_withdrawn,is_completed,is_active
,1664.0,Battery,,,500.0,SONORA,MX,SDGE,,Imperial Valley Substation 230 kV,WITHDRAWN,withdrawn,storage,1,0,0
,1666.0,Battery,Solar,,400.0,IMPERIAL,CA,SDGE,,Imperial Valley Substation 230kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1668.0,Battery,,,50.0,SAN DIEGO,CA,SDGE,,Mesa Heights Substation 69kV,WITHDRAWN,withdrawn,storage,1,0,0
,1671.0,Battery,,,25.0,SAN DIEGO,CA,,,Point Loma Substation 69 kV,WITHDRAWN,withdrawn,storage,1,0,0
,1672.0,Wind Turbine,Battery,,400.0,SAN DIEGO,CA,SDGE,,ECO-Miguel 500kV,WITHDRAWN,withdrawn,storage,1,0,0
,1674.0,Pumped-Storage hydro,,,500.0,SAN DIEGO,CA,SDGE,,Sycamore Canyon Substation 230kV,WITHDRAWN,withdrawn,storage,1,0,0
,1676.0,Battery,,,50.0,SAN DIEGO,CA,SDGE,,Warners Substation 69kV,WITHDRAWN,withdrawn,storage,1,0,0
,1677.0,Natural Gas,,,60.0,KERN,CA,SCE,,Magunden,WITHDRAWN,withdrawn,other,1,0,0
,1682.0,Battery,,,250.0,SAN MATEO,CA,PGAE,,Martin,WITHDRAWN,withdrawn,storage,1,0,0
,1683.0,Battery,,,100.0,CONTRA COSTA,CA,PGAE,,Contra Costa-Delta 230 kV Line,WITHDRAWN,withdrawn,storage,1,0,0
,1684.0,Wind Turbine,Battery,,150.0,HUMBOLDT,CA,PGAE,,Bridgeville Substation 115kV,WITHDRAWN,withdrawn,storage,1,0,0
,1685.0,Battery,,,300.0,ALAMEDA,CA,PGAE,,Cayetano Substation 230kV,WITHDRAWN,withdrawn,storage,1,0,0
,1686.0,Solar,Battery,,85.0,BUTTE,CA,PGAE,,Table Mountain Substation 115kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1688.0,Battery,,,299.99,SHASTA,CA,PGAE,,Round Mountain 230 kV,WITHDRAWN,withdrawn,storage,1,0,0
,1689.0,Solar,Battery,,20.0,STANISLAUS,CA,PGAE,,Crow Creek Switching Station 60kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1691.0,Wind Turbine,Battery,Solar,200.0,SOLANO,CA,PGAE,,Birds Landing 230 kV ,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1692.0,Wind Turbine,Battery,,1500.12,HUMBOLDT,CA,PGAE,,Round Mountain Substation 500kV,WITHDRAWN,withdrawn,storage,1,0,0
,1693.0,Battery,Natural Gas,,34.1,CONTRA COSTA,CA,PGAE,,Mariposa Energy Center 230kV,WITHDRAWN,withdrawn,storage,1,0,0
,1694.0,Battery,,,40.0,CONTRA COSTA,CA,PGAE,,Pittsburg Substation 60kV,WITHDRAWN,withdrawn,storage,1,0,0
,1695.0,Battery,,,101.2,PLACER,CA,PGAE,,Atlantic 60 kV,WITHDRAWN,withdrawn,storage,1,0,0
,1696.0,Battery,,,900.0,SOLANO,CA,PGAE,,Vaca-Dixon Substation 500kV,WITHDRAWN,withdrawn,storage,1,0,0
,1697.0,Battery,,,300.0,MARIN,CA,PGAE,,Ignacio Substation 230kV,WITHDRAWN,withdrawn,storage,1,0,0
,1698.0,Battery,,,300.0,SANTA CLARA,CA,PGAE,,Los Esteros Substation 115kV,WITHDRAWN,withdrawn,storage,1,0,0
,1699.0,Solar,Battery,,300.0,COLUSA,CA,PGAE,,Delevan-Vaca #3 230kV line,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1700.0,Battery,,,100.0,SONOMA,CA,PGAE,,Lakeville 60 kV,WITHDRAWN,withdrawn,storage,1,0,0
,1701.0,Battery,,,101.1,SHASTA,CA,PGAE,,Cottonwood Substation 115kV,WITHDRAWN,withdrawn,storage,1,0,0
,1703.0,Battery,,,150.0,SANTA CLARA,CA,PGAE,,New Switchyard on Los Esteros-Trimble Line 115kV,WITHDRAWN,withdrawn,storage,1,0,0
,1704.0,Battery,,,150.0,SUTTER,CA,PGAE,,Rio Oso Substation 115kV,WITHDRAWN,withdrawn,storage,1,0,0
,1706.0,Battery,,,101.2,BUTTE,CA,PGAE,,Paradise  Substation 115kV,WITHDRAWN,withdrawn,storage,1,0,0
,1707.0,Solar,Battery,,84.9,SAN JOAQUIN,CA,PGAE,,Camanche 115kV Tap via the Camanche Powerhouse Station 115kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1708.0,Battery,,,250.0,SANTA CLARA,CA,PGAE,,Metcalf Substation 230kV,WITHDRAWN,withdrawn,storage,1,0,0
,1710.0,Solar,Battery,,150.0,FRESNO,CA,PGAE,,Mendota Substation 115kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1711.0,Solar,Battery,,110.0,SAN BENITO,CA,PGAE,,Hollister Substation 115kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1712.0,Battery,,,30.0,FRESNO,CA,PGAE,,Cheney #1 Tap 115kV Line,WITHDRAWN,withdrawn,storage,1,0,0
,1714.0,Solar,Battery,,200.0,FRESNO,CA,PGAE,,Gates Substation 230kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1715.0,Battery,Solar,,1700.0,FRESNO,CA,PGAE,,Los Banos - Gates #1 500kV line,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1716.0,Battery,Solar,,100.0,MADERA,CA,PGAE,,Dairyland - Mendota 115kV line,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1717.0,Solar,Battery,,100.0,MADERA,CA,PGAE,,Borden Substation 70kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1719.0,Battery,Solar,,100.0,MADERA,CA,PGAE,,Chowchilla-Kerckhoff #2 115kV lin3,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1720.0,Battery,,,30.0,MONTEREY,CA,PGAE,,Spence Substation 60kV ,WITHDRAWN,withdrawn,storage,1,0,0
,1721.0,Battery,Solar,,350.0,KINGS,CA,PGAE,,Gates- Templeton 230kV line,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1722.0,Battery,Solar,,250.0,KINGS,CA,PGAE,,Mustang Switching Station 230kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1723.0,Solar,Battery,,50.0,FRESNO,CA,PGAE,,Jayne Sw Sta-Coalinga #1 70kV line,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1724.0,Battery,Solar,,300.0,KERN,CA,PGAE,,Arco - Midway 230kV line,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1725.0,Battery,Solar,,300.0,KERN,CA,PGAE,,Gates - Midway 230kV line,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1726.0,Solar,Battery,,100.0,MERCED,CA,PGAE,,Los Banos Substation 70kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1727.0,Battery,,,70.0,FRESNO,CA,PGAE,,Gates - Coalinga #2 Line 70kV,WITHDRAWN,withdrawn,storage,1,0,0
,1729.0,Battery,Solar,,200.0,SANTA BARBARA,CA,PGAE,,Sisquoc Substation 115kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1730.0,Battery,,,200.0,SAN LUIS OBISPO,CA,PGAE,,Morro Bay Substation 230kV,WITHDRAWN,withdrawn,storage,1,0,0
,1731.0,Battery,,,100.0,SAN LUIS OBISPO,CA,PGAE,,Mesa Substation 115kV,WITHDRAWN,withdrawn,storage,1,0,0
,1732.0,Battery,,,100.0,SAN LUIS OBISPO,CA,PGAE,,Mesa Substation 230kV,WITHDRAWN,withdrawn,storage,1,0,0
,1733.0,Battery,,,500.0,SAN LUIS OBISPO,CA,PGAE,,Mesa Substation 230kV,WITHDRAWN,withdrawn,storage,1,0,0
,1734.0,Solar,,,27.0,KERN,CA,PGAE,,Midway-Taft 115kV line,WITHDRAWN,withdrawn,solar,1,0,0
,1735.0,Battery,,,30.0,SANTA BARBARA,CA,PGAE,,Santa Maria Cogen Tap 115kV Line,WITHDRAWN,withdrawn,storage,1,0,0
,1737.0,Battery,Solar,,350.0,KERN,CA,PGAE,,Midway Substation 230kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1738.0,Wind Turbine,,,1400.0,SAN LUIS OBISPO,CA,PGAE,,Diablo Canyon Switching Station 500kV,WITHDRAWN,withdrawn,wind,1,0,0
,1739.0,Battery,Other,,500.0,SAN LUIS OBISPO,CA,PGAE,,Morro Bay 230 kV,WITHDRAWN,withdrawn,storage,1,0,0
,1741.0,Battery,Solar,,200.0,SAN LUIS OBISPO,CA,PGAE,,Morro Bay Solar Sw Sta #2 230kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1742.0,Battery,Solar,,150.0,SAN LUIS OBISPO,CA,PGAE,,Temblor - San Luis Obispo 115kV line,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1743.0,Battery,Solar,,100.0,KERN,CA,PGAE,,Old River Substation 70kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1746.0,Solar,Battery,,120.0,KERN,CA,PGAE,,Tupman Substation 115kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1747.0,Wind Turbine,Battery,,1499.94,SAN LUIS OBISPO,CA,PGAE,,Diablo-Gates 500kV line,WITHDRAWN,withdrawn,storage,1,0,0
,1748.0,Wind Turbine,,,1000.0,SAN LUIS OBISPO,CA,PGAE,,Diablo Canyon - Morro Bay 230 kV and Diablo Canyon - Mesa 230 kV Lines,WITHDRAWN,withdrawn,wind,1,0,0
,1749.0,Battery,,,299.65,SAN LUIS OBISPO,CA,PGAE,,Caliente 230 kV,WITHDRAWN,withdrawn,storage,1,0,0
,1752.0,Battery,Solar,,2000.0,MARICOPA,AZ,DCRT,,Delaney Substation 500kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1753.0,Solar,Battery,,500.0,MARICOPA,AZ,DCRT,,Delaney - Colorado River 500kV line,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1754.0,Solar,Battery,,300.0,MARICOPA,AZ,DCRT,,Delaney Substation 500kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1755.0,Battery,Solar,,200.0,RIVERSIDE,CA,SCE,,Colorado River Substation 230kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1756.0,Battery,Wind Turbine,Solar,200.0,RIVERSIDE,CA,SCE,,BLYTHE SUBSTATION 161kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1759.0,Pumped-Storage hydro,Battery,,1400.0,RIVERSIDE,CA,SCE,,Red Bluff Substation 500kV,WITHDRAWN,withdrawn,storage,1,0,0
,1760.0,Wind Turbine,Battery,Solar,200.0,RIVERSIDE,CA,SCE,,DEVERS SUBSTATION 220kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1762.0,Battery,,,500.0,RIVERSIDE,CA,SCE,,Devers Substation 230kV,WITHDRAWN,withdrawn,storage,1,0,0
,1763.0,Battery,Solar,Wind Turbine,200.0,RIVERSIDE,CA,SCE,,DEVERS SUBSTATION 220kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1765.0,Battery,,,400.0,LOS ANGELES,CA,SCE,,Rio Hondo Substation 220kV,WITHDRAWN,withdrawn,storage,1,0,0
,1767.0,Battery,,,150.0,LOS ANGELES,CA,SCE,,El Nido Substation 230kV,WITHDRAWN,withdrawn,storage,1,0,0
,1769.0,Battery,,,300.0,LOS ANGELES,CA,SCE,,Rio Hondo Substation 230kV,WITHDRAWN,withdrawn,storage,1,0,0
,1770.0,Battery,,,300.0,SAN BERNARDINO,CA,SCE,,Mira Loma Substation 230kV,WITHDRAWN,withdrawn,storage,1,0,0
,1771.0,Battery,Solar,,500.0,SAN BERNARDINO,CA,SCE,,Kramer Junction Substation 230kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1772.0,Battery,Solar,,150.0,SAN BERNARDINO,CA,SCE,,Kramer Junction Substation 115kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1773.0,Solar,Battery,,75.0,KERN,CA,SCE,,Kramer-Inyokern-Randsburg #1 115kV line,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1776.0,Wind Turbine,Solar,Battery,200.0,SAN BERNARDINO,CA,SCE,,COOLWATER SUBSTATION 115kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1777.0,Solar,Battery,,150.0,KERN,CA,SCE,,Highwind Substation 220kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1778.0,Wind Turbine,,,250.0,KERN,CA,SCE,,Windhub Substation 230kV,WITHDRAWN,withdrawn,wind,1,0,0
,1780.0,Battery,,,75.0,LOS ANGELES,CA,SCE,,Antelope Substation 66kV,WITHDRAWN,withdrawn,storage,1,0,0
,1781.0,Wind Turbine,,,750.0,SANTA BARBARA,CA,SCE,,Goleta Substation 230kV,WITHDRAWN,withdrawn,wind,1,0,0
,1785.0,Wind Turbine,,,100.0,KERN,CA,SCE,,Whirlwind Substation 230kV,WITHDRAWN,withdrawn,wind,1,0,0
,1786.0,Battery,Solar,,400.0,KERN,CA,SCE,,Windhub Substation 230kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1787.0,Battery,Solar,,460.0,TULARE,CA,SCE,,Springville Substation 230kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1788.0,Solar,Battery,,400.0,KERN,CA,SCE,,Whirlwind Substation 230 kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1793.0,Battery,Wind Turbine,Solar,200.0,KERN,CA,SCE,,HIGHWIND SUBSTATION 230kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1794.0,Battery,Solar,,300.0,ROSAMOND,CA,SCE,,WhirlWind Substation 230kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1797.0,Solar,Battery,,300.0,CLARK/NYE,NV,GLW,,Innovation Substation 230kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1802.0,Battery,,,20.0,SAN DIEGO,CA,SDGE,,Otay Substation 69 kV,WITHDRAWN,withdrawn,storage,1,0,0
,1803.0,Battery,,,80.0,SAN DIEGO,CA,SDGE,,Loop Loveland - Los Coches 69kV line,WITHDRAWN,withdrawn,storage,1,0,0
,1804.0,Wind Turbine,Battery,,400.0,SAN DIEGO,CA,SDGE,,New Switchyard to loop the ECO-Miguel 500 kV Line,WITHDRAWN,withdrawn,storage,1,0,0
,1805.0,Battery,,,75.0,SAN DIEGO,CA,SDGE,,Miramar-Scripps 69kV line,WITHDRAWN,withdrawn,storage,1,0,0
,1807.0,Battery,,,150.0,SAN DIEGO,CA,SDGE,,Eastgate Substation 69kV,WITHDRAWN,withdrawn,storage,1,0,0
,1808.0,Battery,,,101.1,SAN DIEGO,CA,SDGE,,Shadowridge Substation 138kV,WITHDRAWN,withdrawn,storage,1,0,0
,1809.0,Battery,,,30.0,SAN DIEGO,CA,SDGE,,Borrego Substation 69kV,WITHDRAWN,withdrawn,storage,1,0,0
,1811.0,Battery,,,100.0,SAN DIEGO,CA,SDGE,,Los Coches Substation 138 kV,WITHDRAWN,withdrawn,storage,1,0,0
,1813.0,Battery,,,300.0,SAN DIEGO,CA,SDGE,,Bay Boulevard 230kV,WITHDRAWN,withdrawn,storage,1,0,0
,1814.0,Battery,,,160.0,SAN DIEGO,CA,,,Encina Substation 138 kV,WITHDRAWN,withdrawn,storage,1,0,0
,1815.0,Battery,,,100.0,SAN DIEGO,CA,SDGE,,Creelman Substation 69 kV,WITHDRAWN,withdrawn,storage,1,0,0
,1816.0,Natural Gas,,,26.37,SAN DIEGO,CA,SDGE,,Otay Mesa Substation 230kV,WITHDRAWN,withdrawn,other,1,0,0
,1817.0,Solar,Battery,,200.0,SAN DIEGO,CA,SDGE,,Oceanside Tap - Stuart Tap 69kV (TL690C ),WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1819.0,Battery,,,80.0,SAN DIEGO,CA,SDGE,,Border-Salt Creek 69kV line,WITHDRAWN,withdrawn,storage,1,0,0
,1822.0,Solar,Battery,,215.0,MARICOPA,AZ,SDGE,,Hassayampa Common Bus 500 kV ,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1823.0,Battery,Solar,,450.0,MARICOPA,AZ,SDGE,,Hassayampa Common Bus 500 kV ,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1825.0,Battery,,,101.1,SAN DIEGO,CA,SDGE,,Ocean Ranch Substation 69 kV,WITHDRAWN,withdrawn,storage,1,0,0
,1826.0,Battery,Solar,,250.0,MARICOPA,AZ,SDGE,,Hassayampa Switchyard Common Bus 500kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1827.0,Battery,,,400.0,IMPERIAL,CA,SDGE,,Imperial Valley Substation 230kV,WITHDRAWN,withdrawn,storage,1,0,0
,1828.0,Battery,,,5.0,FRESNO,CA,PGAE,,Panoche 115 kV,WITHDRAWN,withdrawn,storage,1,0,0
,1830.0,Battery,,,55.0,ALAMEDA,CA,PGAE,,Oakland C Sub via Oakland C-Turbine 115 kV Line,WITHDRAWN,withdrawn,storage,1,0,0
,1831.0,Battery,,,400.0,SAN LUIS OBISPO,CA,PGAE,,Morro Bay 230 kV,WITHDRAWN,withdrawn,storage,1,0,0
,1832.0,Battery,,,50.0,SAN DIEGO,CA,SDGE,,Escondido Substation 69 kV,WITHDRAWN,withdrawn,storage,1,0,0
,1833.0,Battery,,,122.5,RIVERSIDE,CA,SCE,,Julian Hinds Substation 230 kV,WITHDRAWN,withdrawn,storage,1,0,0
,1836.0,Battery,,,200.0,SONOMA,CA,PGAE,,Fulton 115 kV,WITHDRAWN,withdrawn,storage,1,0,0
,1837.0,Battery,,,300.0,MARIN,CA,PGAE,,Ignacio 115 kV,WITHDRAWN,withdrawn,storage,1,0,0
,1838.0,Battery,,,300.0,SONOMA,CA,PGAE,,Lakeville 115 kV,WITHDRAWN,withdrawn,storage,1,0,0
,1839.0,Battery,,,60.0,EL DORADO,CA,PGAE,,Apple Hill Substation  115 kV,WITHDRAWN,withdrawn,storage,1,0,0
,1840.0,Battery,,,250.0,NAPA,CA,PGAE,,Vaca-Lakeville #1 230 kV Line,WITHDRAWN,withdrawn,storage,1,0,0
,1841.0,Battery,,,40.0,LAKE,CA,PGAE,,Konocti Substation 60 kV,WITHDRAWN,withdrawn,storage,1,0,0
,1844.0,Battery,Solar,,150.0,GLENN,CA,PGAE,,Logan Creek-Delevan 230 kV Line,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1845.0,Battery,,,100.0,SONOMA,CA,PGAE,,Lakeville 60 kV,WITHDRAWN,withdrawn,storage,1,0,0
,1847.0,Battery,,,700.0,SOLANO,CA,PGAE,,Vaca-Dixon 500 kV,WITHDRAWN,withdrawn,storage,1,0,0
,1848.0,Solar,Battery,,210.0,SONOMA,CA,PGAE,,Santa Rosa-Corona 115 kV line,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1849.0,Battery,,,200.0,SACRAMENTO,CA,PGAE,,Gold Hill-Eight Mile Road 230 kV,WITHDRAWN,withdrawn,storage,1,0,0
,1851.0,Solar,Battery,,100.0,SUTTER,CA,PGAE,,Rio Oso Substation 115 kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1852.0,Battery,Solar,,225.0,BUTTE,CA,PGAE,,Table Mountain 115 kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1853.0,Battery,,,200.0,BUTTE,CA,PGAE,,Table Mountain 115 kV,WITHDRAWN,withdrawn,storage,1,0,0
,1855.0,Battery,Solar,,250.0,YUBA,CA,PGAE,,Table Mtn-Rio Oso 230 kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1857.0,Battery,,,200.0,SONOMA,CA,PGAE,,Fulton 115 kV,WITHDRAWN,withdrawn,storage,1,0,0
,1858.0,Solar,,,140.0,TEHAMA,CA,PGAE,,Cottonwood-Delevan #1 and #2 230 kV,WITHDRAWN,withdrawn,solar,1,0,0
,1860.0,Solar,Battery,,75.0,SHASTA,CA,PGAE,,Pit 1-Cottonwood 230 kV Line,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1861.0,Solar,Battery,,300.0,PLACER,CA,PGAE,,Rio Oso-Atlantic 230 kV/Rio Oso-Gold Hill 230 kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1863.0,Battery,,,250.0,TEHAMA,CA,PGAE,,Cottonwood-Delevan #1 and #2 230 kV,WITHDRAWN,withdrawn,storage,1,0,0
,1867.0,Battery,,,450.0,SAN JOAQUIN,CA,PGAE,,Schulte 115 kV,WITHDRAWN,withdrawn,storage,1,0,0
,1868.0,Solar,Battery,,150.0,TBD,CA,PGAE,,Coburn Substation 230 kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1869.0,Battery,,,100.0,ALAMEDA,CA,PGAE,,Grant - Eastshore #2 line 115 kV,WITHDRAWN,withdrawn,storage,1,0,0
,1870.0,Battery,Solar,,150.0,ALAMEDA COUNTY,CA,PGAE,,Grant - Eastshore #2 115 kV line,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1873.0,Battery,,,95.0,SANTA CLARA,CA,PGAE,,Evergreen 115 kV,WITHDRAWN,withdrawn,storage,1,0,0
,1874.0,Battery,,,500.0,CONTRA COSTA,CA,PGAE,,Pittsburg 230 kV,WITHDRAWN,withdrawn,storage,1,0,0
,1877.0,Battery,,,250.0,ALAMEDA,CA,PGAE,,Grant-Eastshore #1 115 kV Line,WITHDRAWN,withdrawn,storage,1,0,0
,1878.0,Battery,,,200.0,CONTRA COSTA,CA,PGAE,,Pittsburg-Kirker-Columbia Steel 115kV Line,WITHDRAWN,withdrawn,storage,1,0,0
,1879.0,Battery,,,500.0,ALAMEDA,CA,PGAE,,Tassajara - Newark 230 kV,WITHDRAWN,withdrawn,storage,1,0,0
,1882.0,Battery,,,225.0,ALAMEDA,CA,PGAE,,Dumbarton-Newark 115 kV line,WITHDRAWN,withdrawn,storage,1,0,0
,1883.0,Battery,,,600.0,SAN JOAQUIN,CA,PGAE,,Tesla-Tracy #1 230 kV line,WITHDRAWN,withdrawn,storage,1,0,0
,1884.0,Battery,,,100.0,SANTA CLARA,CA,PGAE,,Llagas Substation 115 kV,WITHDRAWN,withdrawn,storage,1,0,0
,1885.0,Battery,,,150.0,ALAMEDA,CA,PGAE,,Newark Substation 230 kV,WITHDRAWN,withdrawn,storage,1,0,0
,1886.0,Battery,Solar,,400.0,STANISLAUS,CA,PGAE,,Bellota-Warnerville and Bellota Cottle Lines 230 kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1888.0,Battery,,,500.0,SAN CLARA,CA,PGAE,,Los Esteros Substation 230 kV,WITHDRAWN,withdrawn,storage,1,0,0
,1890.0,Battery,Solar,,100.0,CONTRA COSTA,CA,PGAE,,Herdlyn-Balfour 60kV line,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1891.0,Battery,,,160.0,CONTRA COSTA,CA,PGAE,,Fibreboard tap 115 kV,WITHDRAWN,withdrawn,storage,1,0,0
,1893.0,Battery,,,100.0,SANTA CLARA,CA,PGAE,,Piercy Substation 115 kV,WITHDRAWN,withdrawn,storage,1,0,0
,1894.0,Battery,,,500.0,SANTA CLARA,CA,PGAE,,Monta Vista 230 kV,WITHDRAWN,withdrawn,storage,1,0,0
,1897.0,Battery,,,110.0,STANISLAUS,CA,PGAE,,Crows Landing Substation 60 kV,WITHDRAWN,withdrawn,storage,1,0,0
,1898.0,Natural Gas,Battery,,34.1,CONTRA COSTA,CA,PGAE,,Kelso 230 kV,WITHDRAWN,withdrawn,storage,1,0,0
,1899.0,Battery,,,220.0,CONTRA COSTA,CA,PGAE,,Pittsburg Substation 230 kV,WITHDRAWN,withdrawn,storage,1,0,0
,1901.0,Battery,,,200.0,PLACER,CA,PGAE,,Atlantic Substation 230 kV,WITHDRAWN,withdrawn,storage,1,0,0
,1902.0,Battery,,,200.0,CONTRA COSTA,CA,PGAE,,Contra Costa Substation 230 kV,WITHDRAWN,withdrawn,storage,1,0,0
,1905.0,Battery,,,41.1,SAN MATEO,CA,PGAE,,Millbrae 60 kV ,WITHDRAWN,withdrawn,storage,1,0,0
,1906.0,Battery,,,250.0,SANTA CLARA,CA,PGAE,,Los Esteros 230 kV,WITHDRAWN,withdrawn,storage,1,0,0
,1907.0,Battery,,,0.0,STANISLAUS,CA,PGAE,,Crow Creek Switching Station 60 kV,WITHDRAWN,withdrawn,storage,1,0,0
,1908.0,Battery,,,150.0,CONTRA COSTA,CA,PGAE,,Sobrante - Standard Oil Switching Stn #1 115  kV Line,WITHDRAWN,withdrawn,storage,1,0,0
,1909.0,Battery,,,150.0,ALAMEDA,CA,PGAE,,Oakland J - Grant 115 kV line,WITHDRAWN,withdrawn,storage,1,0,0
,1910.0,Battery,,,40.0,SAN MATEO,CA,PGAE,,Dixon Landing - McKee 115 kV line,WITHDRAWN,withdrawn,storage,1,0,0
,1913.0,Battery,,,46.5,ALAMEDA,CA,PGAE,,Dumbarton-Newark 115 kV Line,WITHDRAWN,withdrawn,storage,1,0,0
,1916.0,Solar,Battery,,250.0,SAN JOAQUIN,CA,PGAE,,Bellota 115 kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1917.0,Battery,,,100.0,SAN JOAQUIN,CA,PGAE,,Bellota 115 kV,WITHDRAWN,withdrawn,storage,1,0,0
,1923.0,Battery,,,150.0,SANTA CLARA,CA,PGAE,,FMC Substation 115 kV,WITHDRAWN,withdrawn,storage,1,0,0
,1924.0,Battery,,,300.0,CONTRA COSTA,CA,PGAE,,Moraga 230 kV,WITHDRAWN,withdrawn,storage,1,0,0
,1925.0,Battery,Solar,,400.0,SAN JOAQUIN,CA,PGAE,,Bellota-Warnerville 230 kV ,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1926.0,Battery,,,200.0,SANTA CRUZ,CA,PGAE,,Green Valley Substation 115 kV,WITHDRAWN,withdrawn,storage,1,0,0
,1927.0,Other,,,101.5,SAN BENITO,CA,PGAE,,San Benito - Hollister 115kV line,WITHDRAWN,withdrawn,other,1,0,0
,1929.0,Battery,,,150.0,SAN JOAQUIN,CA,PGAE,,Lammers 115 kV,WITHDRAWN,withdrawn,storage,1,0,0
,1931.0,Battery,,,175.0,FRESNO,CA,PGAE,,West Fresno Substation 115 kV,WITHDRAWN,withdrawn,storage,1,0,0
,1936.0,Solar,Battery,,425.0,TBD,CA,PGAE,,Helm Substation 230 kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1937.0,Solar,Battery,,150.0,MERCED,CA,PGAE,,Le Grand Substation 115 kV,WITHDRAWN,withdrawn,hybrid_solar_storage,1,0,0
,1938.0,Battery,,,175.0,TBD,CA,PGAE,,El Capitan Substation 115 kV,WITHDRAWN,withdrawn,storage,1,0,0
,1939.0,Battery,,,750.0,TBD,CA,PGAE,,McCall Substation 230 kV,WITHDRAWN,withdrawn,storage,1,0,0
,1940.0,Battery,,,150.0,FRESNO,CA,PGAE,,Mendota 115 kV,WITHDRAWN,withdrawn,storage,1,0,0
