pto,affected_pto,area,total_mw_at_poi,tech_1,mw_t1,tech_2,mw_t2,tech_3,mw_t3,poi,voltage_kv,tech_1_norm,tech_2_norm,tech_3_norm,technology,net_mw
PGE,,Fresno,175.0,Battery,178.881,,,,,El Capitan Substation,115.0,Battery,,,Battery,175.0
PGE,,Fresno,150.0,Battery,151.42,,,,,El Nido Substation,115.0,Battery,,,Battery,150.0
PGE,,Fresno,125.0,Battery,127.37,Solar PV,127.57,,,Excelsior Switching Station,115.0,Battery,Solar,,Hybrid (Solar+Storage),125.0
PGE,,GBA,160.0,Battery,165.048,,,,,Fibreboard Tap Line,115.0,Battery,,,Battery,160.0
PGE,,GBA,150.0,Battery,152.28,,,,,FMC Substation,115.0,Battery,,,Battery,150.0
PGE,,NGBA,200.0,Battery,213.55,,,,,Fulton Substation,115.0,Battery,,,Battery,200.0
PGE,,NGBA,170.0,Battery,120.0,Steam Turbine Geothermal,50.0,,,Geysers #17 - Fulton Line,230.0,Battery,Geothermal,,Hybrid (Other),170.0
PGE,,Fresno,500.0,Battery,508.56,,,,,Gates Substation,500.0,Battery,,,Battery,500.0
PGE,,Fresno,189.91,Solar PV,192.73,,,,,Gates Substation,230.0,Solar,,,Solar,189.91
PGE,,Fresno,200.0,Battery,202.5,Solar PV,202.5,,,Gates Substation,230.0,Battery,Solar,,Hybrid (Solar+Storage),200.0
PGE,,Kern,400.0,Battery,411.3,Solar PV,410.502,,,Gates - Midway Line,230.0,Battery,Solar,,Hybrid (Solar+Storage),400.0
PGE,,Kern,400.0,Battery,411.3018,Solar PV,410.5024,,,Gates - Midway Line,230.0,Battery,Solar,,Hybrid (Solar+Storage),400.0
PGE,,Fresno,1000.0,Battery,520.0,Solar PV,1040.0,,,Gates Substation,230.0,Battery,Solar,,Hybrid (Solar+Storage),1000.0
PGE,,Fresno,300.0,Battery,300.0,Solar PV,300.0,,,Gates - Templeton Line,230.0,Battery,Solar,,Hybrid (Solar+Storage),300.0
PGE,,Kern,300.0,Battery,307.0,Solar PV,307.0,,,Gates - Midway Line,230.0,Battery,Solar,,Hybrid (Solar+Storage),300.0
PGE,,Fresno,100.0,Battery,101.83,Solar PV,102.1,,,Gates Substation,230.0,Battery,Solar,,Hybrid (Solar+Storage),100.0
PGE,,NGBA,53.0,Steam Turbine Geothermal,61.0,,,,,Geyser #3 - Cloverdale Line,115.0,Geothermal,,,Geothermal,53.0
PGE,,Fresno,25.0,Solar PV,25.54,,,,,Giffen Substation,70.0,Solar,,,Solar,25.0
PGE,,NGBA,250.0,Solar PV,257.0,,,,,Glenn - Delevan Line,230.0,Solar,,,Solar,250.0
PGE,,NGBA,200.0,Battery,214.09,,,,,Gold Hill - 8 Mile Line,230.0,Battery,,,Battery,200.0
PGE,,GBA,250.0,Battery,252.0,,,,,Grant - Eastshore Line,115.0,Battery,,,Battery,250.0
PGE,,Kern,200.0,Battery,200.0,,,,,Green Valley Substation,115.0,Battery,,,Battery,200.0
PGE,,Kern,200.0,Battery,204.07,,,,,Green Valley Substation,115.0,Battery,,,Battery,200.0
PGE,,NGBA,49.0,Battery,49.0,,,,,Greenleaf #1 Tap Line,115.0,Battery,,,Battery,49.0
PGE,,NGBA,49.2,Battery,50.5,,,,,Greenleaf #2 Tap Line,60.0,Battery,,,Battery,49.2
PGE,,Fresno,150.0,Battery,150.0,Solar PV,160.29,,,Gregg Substation,230.0,Battery,Solar,,Hybrid (Solar+Storage),150.0
PGE,,Fresno,350.0,Battery,360.198,,,,,Gregg Substation,230.0,Battery,,,Battery,350.0
PGE,,Fresno,60.0,Battery,60.0,Solar PV,61.8,,,Guernsey Substation,70.0,Battery,Solar,,Hybrid (Solar+Storage),60.0
PGE,,Fresno,425.0,Battery,439.084,Solar PV,439.084,,,Helm Substation,230.0,Battery,Solar,,Hybrid (Solar+Storage),425.0
PGE,,Fresno,200.0,Battery,200.0,Solar PV,200.0,,,Helm Substation,230.0,Battery,Solar,,Hybrid (Solar+Storage),200.0
PGE,,NGBA,100.0,Battery,100.0,Solar PV,50.0,,,Herdlyn - Balfour Line,60.0,Battery,Solar,,Hybrid (Solar+Storage),100.0
PGE,,Fresno,100.0,Battery,101.1,,,,,Huron Substation,70.0,Battery,,,Battery,100.0
PGE,,NGBA,300.0,Battery,313.7932,,,,,Ignacio Substation,115.0,Battery,,,Battery,300.0
PGE,,Fresno,100.0,Battery,100.65,,,,,Jacobs Corner Substation,70.0,Battery,,,Battery,100.0
PGE,,Fresno,200.0,Battery,204.07,,,,,Kearney Substation,70.0,Battery,,,Battery,200.0
PGE,,Kern,200.0,Battery,201.8,,,,,Kern Power Substation,230.0,Battery,,,Battery,200.0
PGE,,Kern,110.0,Battery,114.264,,,,,Kern Power Substation,115.0,Battery,,,Battery,110.0
PGE,,Kern,150.0,Battery,151.5,,,,,Kern Power Substation,115.0,Battery,,,Battery,150.0
PGE,,NGBA,40.0,Battery,40.4,,,,,Konocti Substation,60.0,Battery,,,Battery,40.0
PGE,,NGBA,300.0,Battery,300.0,,,,,Lakeville Substation,115.0,Battery,,,Battery,300.0
PGE,,NGBA,100.0,Battery,102.2112,,,,,Lakeville Substation,60.0,Battery,,,Battery,100.0
PGE,,NGBA,250.0,Battery,252.0,,,,,Lakeville - Tulucay Line,230.0,Battery,,,Battery,250.0
PGE,,NGBA,400.0,Battery,400.0,,,,,Lambie Switching Station,230.0,Battery,,,Battery,400.0
PGE,,Kern,100.0,Battery,100.0,,,,,Lamont Substation,115.0,Battery,,,Battery,100.0
PGE,,Kern,100.0,Battery,101.85577,Solar PV,102.4167,,,Lamont Substation,115.0,Battery,Solar,,Hybrid (Solar+Storage),100.0
PGE,,Kern,100.0,Battery,100.9,,,,,Lamont Substation,115.0,Battery,,,Battery,100.0
PGE,,Kern,75.0,Battery,76.2,,,,,Lamont Substation,115.0,Battery,,,Battery,75.0
PGE,,Fresno,300.0,Battery,307.0,Solar PV,307.0,,,Los Banos Substation,230.0,Battery,Solar,,Hybrid (Solar+Storage),300.0
PGE,,Fresno,150.0,Battery,154.362,Solar PV,154.362,,,Le Grand Substation,115.0,Battery,Solar,,Hybrid (Solar+Storage),150.0
PGE,,Fresno,150.0,Battery,150.0,Solar PV,150.0,,,Le Grand Substation,115.0,Battery,Solar,,Hybrid (Solar+Storage),150.0
PGE,,Fresno,100.0,Battery,101.1,,,,,Le Grand Substation,115.0,Battery,,,Battery,100.0
PGE,,Fresno,130.0,Battery,65.47,Solar PV,131.43,,,Le Grand Substation,115.0,Battery,Solar,,Hybrid (Solar+Storage),130.0
PGE,,GBA,100.0,Battery,100.0,,,,,Llagas Substation,115.0,Battery,,,Battery,100.0
PGE,,NGBA,100.0,Battery,100.0,,,,,Lockeford Substation,230.0,Battery,,,Battery,100.0
PGE,,NGBA,150.0,Battery,150.0,Solar PV,160.19,,,Logan Creek Substation,230.0,Battery,Solar,,Hybrid (Solar+Storage),150.0
PGE,,GBA,62.0,Battery,62.5,,,,,Meadows - Lakewood Line,115.0,Battery,,,Battery,62.0
PGE,,GBA,55.0,Battery,55.5,,,,,Millbrae - San Mateo #1 Line,115.0,Battery,,,Battery,55.0
PGE,,GBA,150.0,Battery,151.3,,,,,Oakland J - Grant Line,115.0,Battery,,,Battery,150.0
PGE,,Fresno,1150.0,Battery,1150.0,,,,,Los Banos Substation,500.0,Battery,,,Battery,1150.0
PGE,,Fresno,550.0,Battery,550.0,,,,,Los Banos Substation,500.0,Battery,,,Battery,550.0
PGE,,Fresno,100.0,Battery,101.0,,,,,Los Banos Substation,230.0,Battery,,,Battery,100.0
PGE,,GBA,500.0,Battery,509.8,,,,,Los Esteros Substation,230.0,Battery,,,Battery,500.0
PGE,,GBA,250.0,Battery,256.29,,,,,Los Esteros Substation,230.0,Battery,,,Battery,250.0
PGE,,NGBA,118.4,Wind Turbine,120.0,,,,,Lower Lake Substationm,115.0,Wind,,,Wind,118.4
PGE,,Fresno,750.0,Battery,772.245,,,,,McCall Substation,230.0,Battery,,,Battery,750.0
PGE,,Fresno,150.0,Battery,152.8,Solar PV,153.1,,,Mendota Substation,115.0,Battery,Solar,,Hybrid (Solar+Storage),150.0
PGE,,GBA,100.0,Battery,100.0,,,,,Metcalf - Edenvale #2 Line,115.0,Battery,,,Battery,100.0
PGE,,Kern,1000.0,Battery,1000.0,Solar PV,1000.0,,,Midway Substation,500.0,Battery,Solar,,Hybrid (Solar+Storage),1000.0
PGE,,Kern,352.09,Solar PV,358.875,,,,,Midway Substation,230.0,Solar,,,Solar,352.09
PGE,,Kern,100.0,Battery,100.9,,,,,Midway Substation,230.0,Battery,,,Battery,100.0
PGE,,Kern,100.0,Battery,101.95,Solar PV,101.95,,,Midway Substation,230.0,Battery,Solar,,Hybrid (Solar+Storage),100.0
PGE,,Kern,115.0,Battery,115.0,,,,,Midway Substation,115.0,Battery,,,Battery,115.0
PGE,,Kern,137.85,Solar PV,139.7,,,,,Midway - Wheeler Ridge Line,230.0,Solar,,,Solar,137.85
PGE,,GBA,40.0,Battery,40.36,,,,,Milpitas Substation,115.0,Battery,,,Battery,40.0
PGE,,GBA,500.0,Battery,500.0,,,,,Monte Vista Substation,230.0,Battery,,,Battery,500.0
PGE,,Kern,602.2678,Wind Turbine,602.2678,,,,,Morro Bay Switching Station,230.0,Wind,,,Wind,602.2678
PGE,,Kern,1500.0,Battery,756.813,Wind Turbine,1525.17,,,Moss Landing Substation,500.0,Battery,Wind,,Hybrid (Other),1500.0
PGE,,Fresno,1150.0,Battery,1182.384,Solar PV,1182.384,,,Los Banos - Gates #1 Line,500.0,Battery,Solar,,Hybrid (Solar+Storage),1150.0
PGE,,GBA,150.0,Battery,150.0,,,,,Newark Substation,230.0,Battery,,,Battery,150.0
PGE,,GBA,252.0,Battery,252.0,,,,,Newark Substation,230.0,Battery,,,Battery,252.0
PGE,,GBA,50.0,Battery,50.0,,,,,Newark - KRS Line,115.0,Battery,,,Battery,50.0
PGE,,GBA,150.0,Battery,153.5,Solar PV,153.5,,,Oakland Station J Substation,115.0,Battery,Solar,,Hybrid (Solar+Storage),150.0
PGE,,Kern,150.0,Battery,153.5,Solar PV,153.5,,,Old River Substation,70.0,Battery,Solar,,Hybrid (Solar+Storage),150.0
PGE,,Kern,160.0,Battery,163.268,Solar PV,163.268,,,Olive Switching Station,115.0,Battery,Solar,,Hybrid (Solar+Storage),160.0
PGE,,Fresno,200.0,Battery,213.55,,,,,Panoche Substation,115.0,Battery,,,Battery,200.0
PGE,,Fresno,250.0,Battery,264.3,Solar PV,264.3,,,Panoche Substation,230.0,Battery,Solar,,Hybrid (Solar+Storage),250.0
PGE,,Fresno,115.0,Battery,115.0,Solar PV,115.0,,,Panoche Substation,,Battery,Solar,,Hybrid (Solar+Storage),115.0
PGE,,NGBA,400.0,Battery,400.0,,,,,Peabody Substation,230.0,Battery,,,Battery,400.0
PGE,,Kern,75.0,Battery,75.0,,,,,Callender Switching Station,115.0,Battery,,,Battery,75.0
PGE,,Fresno,100.0,Battery,100.0,,,,,Las Aguinas Switchyard,230.0,Battery,,,Battery,100.0
PGE,,GBA,250.0,Battery,250.0,,,,,"Martin ""H"" Substation",115.0,Battery,,,Battery,250.0
PGE,,Fresno,300.0,Battery,305.0,,,,,Moraga Substation,230.0,Battery,,,Battery,300.0
PGE,,Fresno,330.0,Battery,337.0,,,,,Kearney Substation,230.0,Battery,,,Battery,330.0
PGE,,GBA,100.0,Battery,100.0,,,,,Piercy Substation,115.0,Battery,,,Battery,100.0
PGE,,GBA,500.0,Battery,504.2,,,,,Pittsburg Substation,230.0,Battery,,,Battery,500.0
PGE,,GBA,175.0,Battery,179.4,,,,,Pittsburg Substation,230.0,Battery,,,Battery,175.0
PGE,,GBA,500.0,Battery,504.0,,,,,Pittsburg - Tesla Line,230.0,Battery,,,Battery,500.0
PGE,,GBA,220.0,Battery,224.986,,,,,Pittsburg Substation,230.0,Battery,,,Battery,220.0
PGE,,GBA,500.0,Battery,504.0,,,,,Pittsburg Substation,230.0,Battery,,,Battery,500.0
PGE,,GBA,200.0,Battery,201.6,,,,,Pittsburg - Kirker - USP Line,115.0,Battery,,,Battery,200.0
PGE,,GBA,500.0,Battery,504.0,,,,,Pittsburg - San Mateo Line,230.0,Battery,,,Battery,500.0
PGE,,NGBA,0.0,Battery,20.4,,,,,Crow Creek Switching Station,60.0,Battery,,,Battery,0.0
PGE,,Fresno,0.0,Battery,61.0,,,,,Excelsior Switching Station,115.0,Battery,,,Battery,0.0
PGE,,Fresno,0.0,Battery,20.4,,,,,Henrietta - Tulare Lake Line,70.0,Battery,,,Battery,0.0
PGE,,Fresno,150.0,Wind Turbine,150.0,,,,,Quinto Switching Station,230.0,Wind,,,Wind,150.0
PGE,,NGBA,400.0,Battery,407.42,Solar PV,408.4,,,Rancho Seco - Bellota #1 Line,230.0,Battery,Solar,,Hybrid (Solar+Storage),400.0
PGE,,GBA,125.0,Battery,126.0,,,,,"Richmond ""R"" Substation",115.0,Battery,,,Battery,125.0
PGE,,NGBA,100.0,Battery,110.84,Solar PV,110.84,,,Rio Oso Substation,115.0,Battery,Solar,,Hybrid (Solar+Storage),100.0
PGE,,NGBA,300.0,Battery,306.55,Solar PV,306.55,,,Rio Oso - Atlantic Line,230.0,Battery,Solar,,Hybrid (Solar+Storage),300.0
PGE,,Kern,100.0,Battery,102.28,Solar PV,103.17,,,San Bernard Substation,60.0,Battery,Solar,,Hybrid (Solar+Storage),100.0
PGE,,Fresno,200.0,Battery,203.699,,,,,Sanger Substation,115.0,Battery,,,Battery,200.0
PGE,,Fresno,100.0,Battery,105.735,Solar PV,105.735,,,Santa Nella Substation,70.0,Battery,Solar,,Hybrid (Solar+Storage),100.0
PGE,,NGBA,210.0,Battery,189.3015,Solar PV,26.784,,,Santa Rosa - Corona Line,115.0,Battery,Solar,,Hybrid (Solar+Storage),210.0
PGE,,NGBA,450.0,Battery,462.57,,,,,Schulte Switching Station,115.0,Battery,,,Battery,450.0
PGE,,NGBA,150.0,Battery,151.3,,,,,Schulte Switching Station,115.0,Battery,,,Battery,150.0
PGE,,GBA,200.0,Battery,213.55,,,,,Schulte Switching Station,115.0,Battery,,,Battery,200.0
PGE,,Kern,100.0,Battery,101.85577,Solar PV,102.4167,,,Semitropic Substation,115.0,Battery,Solar,,Hybrid (Solar+Storage),100.0
PGE,,Kern,100.0,Battery,101.86,Solar PV,102.4167,,,Shafter Substation,115.0,Battery,Solar,,Hybrid (Solar+Storage),100.0
PGE,,NGBA,100.0,Battery,101.8,,,,,Silverado Substation,115.0,Battery,,,Battery,100.0
PGE,,Kern,100.0,Battery,100.0,Solar PV,100.0,,,Smyrna Substation,115.0,Battery,Solar,,Hybrid (Solar+Storage),100.0
PGE,,GBA,150.0,Battery,151.2,,,,,Sobrante - Standard Oil Sw Sta Line,115.0,Battery,,,Battery,150.0
PGE,,NGBA,200.0,Battery,205.1,,,,,Table Mountain Substation,115.0,Battery,,,Battery,200.0
PGE,,NGBA,225.0,Battery,232.1,Solar PV,232.1,,,Table Mountain Substation,115.0,Battery,Solar,,Hybrid (Solar+Storage),225.0
PGE,,Kern,500.0,Battery,514.83,,,,,Templeton Substation,230.0,Battery,,,Battery,500.0
PGE,,GBA,600.0,Battery,615.756,,,,,Tesla Substation,230.0,Battery,,,Battery,600.0
PGE,,GBA,200.0,Battery,213.55,,,,,Tesla Substation,230.0,Battery,,,Battery,200.0
PGE,,GBA,300.0,Battery,312.96,,,,,Tesla Substation,230.0,Battery,,,Battery,300.0
PGE,,GBA,500.0,Battery,515.418,,,,,Tesla Substation,230.0,Battery,,,Battery,500.0
PGE,,GBA,500.0,Battery,504.0,,,,,Tesla - Newark #2 Line,230.0,Battery,,,Battery,500.0
PGE,,Kern,1149.088,Battery,319.35,Wind Turbine,1216.0,,,Diablo Canyon - Gates Line,500.0,Battery,Wind,,Hybrid (Other),1149.088
PGE,,Fresno,200.0,Battery,206.091,Solar PV,206.091,,,Tranquility Switching Station,230.0,Battery,Solar,,Hybrid (Solar+Storage),200.0
PGE,,Fresno,200.0,Battery,203.66,Solar PV,203.85,,,Tranquility Switching Station,230.0,Battery,Solar,,Hybrid (Solar+Storage),200.0
PGE,,Fresno,100.0,Battery,100.0,,,,,Tranquility Switching Station,230.0,Battery,,,Battery,100.0
PGE,,Kern,100.0,Battery,101.85577,Solar PV,102.4167,,,Tupman Substation,115.0,Battery,Solar,,Hybrid (Solar+Storage),100.0
PGE,,NGBA,100.0,Battery,102.2,,,,,Vaca Dixon Substation,60.0,Battery,,,Battery,100.0
PGE,,Kern,400.0,Battery,410.76,,,,,Vaca Dixon Substation,230.0,Battery,,,Battery,400.0
PGE,,NGBA,700.0,Battery,710.2,,,,,Vaca Dixon Substation,500.0,Battery,,,Battery,700.0
PGE,,NGBA,150.0,Battery,150.0,Solar PV,150.0,,,Valley Home Substation,115.0,Battery,Solar,,Hybrid (Solar+Storage),150.0
PGE,,NGBA,100.0,Battery,100.0,,,,,Valley Springs Substation,60.0,Battery,,,Battery,100.0
PGE,,NGBA,350.0,Battery,361.836,,,,,Weber Substation,60.0,Battery,,,Battery,350.0
PGE,,Fresno,175.0,Battery,178.192,,,,,West Fresno Substation,115.0,Battery,,,Battery,175.0
PGE,,Fresno,300.0,Battery,312.96,,,,,Westly - Quinto Line,230.0,Battery,,,Battery,300.0
PGE,,Kern,300.0,Battery,310.63,Solar PV,310.63,,,Wheeler Ridge Substation,230.0,Battery,Solar,,Hybrid (Solar+Storage),300.0
PGE,,Fresno,200.0,Battery,203.699,,,,,Wilson Substation,115.0,Battery,,,Battery,200.0
PGE,,Fresno,250.0,Battery,256.29,,,,,Wilson Substation,230.0,Battery,,,Battery,250.0
